GP, H1,126.34, 122.14, 110.27, 175.59, 221.80, 154.33

KCDE,H1,139.90,142.09,140.68,

BRBF,H1,120.453932525,

DP LM, H1,126.680376482,135.33790497,134.494706621,125.540386226,136.694877158,128.574722349

DP BNN, H1, 125.746872693, 119.728717642, 127.999804276,124.103183588,122.438109413,117.159077452


DP LM, H1,-126.127780983,-139.295442005


DP BNN, H1, -129.315884012
